Date,Appliance,Consumption (W)
2023-01-01 00:00:00,oven,2907.277800388357
2023-01-01 00:00:00,microwave,501.2230669533715
2023-01-01 00:00:00,lights,130.5857121452342
2023-01-01 00:00:00,water_heater,3685.912963934017
2023-01-01 00:00:00,tv,141.77252899037472
2023-01-01 00:00:00,computer,281.9678316286146
2023-01-01 00:00:00,ac,2206.3186412030054
2023-01-01 01:00:00,oven,2341.52078144855
2023-01-01 01:00:00,microwave,661.1999774286231
2023-01-01 01:00:00,lights,120.97463628466194
2023-01-01 01:00:00,water_heater,2740.7830951125175
2023-01-01 01:00:00,tv,101.26075724175458
2023-01-01 01:00:00,computer,110.73078189388083
2023-01-01 01:00:00,ac,1480.2464187582239
2023-01-01 02:00:00,oven,2752.9218841294523
2023-01-01 02:00:00,microwave,589.1116095714412
2023-01-01 02:00:00,lights,64.0535291976251
2023-01-01 02:00:00,water_heater,2473.825213882139
2023-01-01 02:00:00,tv,120.68876751140837
2023-01-01 02:00:00,computer,240.70452574454922
2023-01-01 02:00:00,ac,2967.553119963056
2023-01-01 03:00:00,oven,1484.2828062246645
2023-01-01 03:00:00,microwave,628.4603359542367
2023-01-01 03:00:00,lights,125.92653475270899
2023-01-01 03:00:00,water_heater,2559.5197177437467
2023-01-01 03:00:00,tv,120.09288264462754
2023-01-01 03:00:00,computer,243.62939931041282
2023-01-01 03:00:00,ac,4988.923091538649
2023-01-01 04:00:00,oven,2083.5700792978187
2023-01-01 04:00:00,microwave,834.074909447336
2023-01-01 04:00:00,lights,55.968185645749436
2023-01-01 04:00:00,water_heater,2039.0936756009069
2023-01-01 04:00:00,tv,101.9755226189854
2023-01-01 04:00:00,computer,347.4520426050996
2023-01-01 04:00:00,ac,4392.63617506943
2023-01-01 05:00:00,oven,2248.52308615561
2023-01-01 05:00:00,microwave,1189.8916179191317
2023-01-01 05:00:00,lights,133.80758731393757
2023-01-01 05:00:00,water_heater,3071.195699900789
2023-01-01 05:00:00,tv,137.08884991508995
2023-01-01 05:00:00,computer,291.194265752281
2023-01-01 05:00:00,ac,1146.2044946897404
2023-01-01 06:00:00,oven,2533.9265556520754
2023-01-01 06:00:00,microwave,590.1368356400343
2023-01-01 06:00:00,lights,176.1106482480633
2023-01-01 06:00:00,water_heater,2883.5290310377954
2023-01-01 06:00:00,tv,126.97051998094373
2023-01-01 06:00:00,computer,292.9850912785661
2023-01-01 06:00:00,ac,1651.5039283123597
2023-01-01 07:00:00,oven,2853.5287240991065
2023-01-01 07:00:00,microwave,1451.743271177641
2023-01-01 07:00:00,lights,108.92124506450472
2023-01-01 07:00:00,water_heater,2235.440973493533
2023-01-01 07:00:00,tv,69.75945836728951
2023-01-01 07:00:00,computer,326.18085477580496
2023-01-01 07:00:00,ac,3734.710401855714
2023-01-01 08:00:00,oven,2311.809665198327
2023-01-01 08:00:00,microwave,818.4371522115853
2023-01-01 08:00:00,lights,71.90691824594491
2023-01-01 08:00:00,water_heater,2571.34657268731
2023-01-01 08:00:00,tv,111.97726462455998
2023-01-01 08:00:00,computer,290.61282932961785
2023-01-01 08:00:00,ac,3869.4073833909506
2023-01-01 09:00:00,oven,1366.1342525785326
2023-01-01 09:00:00,microwave,522.6313336153582
2023-01-01 09:00:00,lights,168.14816971766567
2023-01-01 09:00:00,water_heater,2455.842316126919
2023-01-01 09:00:00,tv,87.3991490857035
2023-01-01 09:00:00,computer,460.1468616941255
2023-01-01 09:00:00,ac,1708.1453877578206
2023-01-01 10:00:00,oven,2133.1679359129794
2023-01-01 10:00:00,microwave,806.4502189030115
2023-01-01 10:00:00,lights,109.69598813122158
2023-01-01 10:00:00,water_heater,2515.23756794011
2023-01-01 10:00:00,tv,90.10259452356665
2023-01-01 10:00:00,computer,101.59846696285028
2023-01-01 10:00:00,ac,4735.272040446208
2023-01-01 11:00:00,oven,1362.8262919481012
2023-01-01 11:00:00,microwave,1403.0245072276048
2023-01-01 11:00:00,lights,191.26893651265348
2023-01-01 11:00:00,water_heater,2141.247267677572
2023-01-01 11:00:00,tv,131.64044171729472
2023-01-01 11:00:00,computer,101.49345982377649
2023-01-01 11:00:00,ac,4998.114708783661
2023-01-01 12:00:00,oven,2258.1907709847073
2023-01-01 12:00:00,microwave,861.4726411111419
2023-01-01 12:00:00,lights,53.57619435111678
2023-01-01 12:00:00,water_heater,3505.8836869492957
2023-01-01 12:00:00,tv,82.28175784799845
2023-01-01 12:00:00,computer,291.11635879377104
2023-01-01 12:00:00,ac,2672.2746689864516
2023-01-01 13:00:00,oven,1944.7173605683085
2023-01-01 13:00:00,microwave,1282.117827451218
2023-01-01 13:00:00,lights,54.89015091838635
2023-01-01 13:00:00,water_heater,3603.3670021216058
2023-01-01 13:00:00,tv,121.19017325741265
2023-01-01 13:00:00,computer,136.89468466627295
2023-01-01 13:00:00,ac,1762.9692645598643
2023-01-01 14:00:00,oven,2796.4017985907576
2023-01-01 14:00:00,microwave,1447.024744152412
2023-01-01 14:00:00,lights,122.7899196706904
2023-01-01 14:00:00,water_heater,3164.317141295085
2023-01-01 14:00:00,tv,102.07614519179702
2023-01-01 14:00:00,computer,129.00820837582367
2023-01-01 14:00:00,ac,1968.4526820778324
2023-01-01 15:00:00,oven,1792.5166276017003
2023-01-01 15:00:00,microwave,745.1414712564904
2023-01-01 15:00:00,lights,121.78209113879765
2023-01-01 15:00:00,water_heater,2654.735162494876
2023-01-01 15:00:00,tv,84.2376925873595
2023-01-01 15:00:00,computer,387.9613614396621
2023-01-01 15:00:00,ac,2499.3832968843035
2023-01-01 16:00:00,oven,2699.081424768974
2023-01-01 16:00:00,microwave,1055.3914150849241
2023-01-01 16:00:00,lights,170.80869432733869
2023-01-01 16:00:00,water_heater,3577.8888419978393
2023-01-01 16:00:00,tv,119.24810981526328
2023-01-01 16:00:00,computer,429.876974533723
2023-01-01 16:00:00,ac,4184.538100129823
2023-01-01 17:00:00,oven,2846.4738298134544
2023-01-01 17:00:00,microwave,1040.2319223996549
2023-01-01 17:00:00,lights,182.22624189829338
2023-01-01 17:00:00,water_heater,3876.423407270304
2023-01-01 17:00:00,tv,88.56745537134236
2023-01-01 17:00:00,computer,430.99229891648395
2023-01-01 17:00:00,ac,4810.2401979866445
2023-01-01 18:00:00,oven,1481.7622657808372
2023-01-01 18:00:00,microwave,1078.5844470598379
2023-01-01 18:00:00,lights,178.55852276490413
2023-01-01 18:00:00,water_heater,2460.918044428765
2023-01-01 18:00:00,tv,96.24435119265988
2023-01-01 18:00:00,computer,470.25066283026524
2023-01-01 18:00:00,ac,3546.316222780069
2023-01-01 19:00:00,oven,1777.4638451715405
2023-01-01 19:00:00,microwave,511.8422516404919
2023-01-01 19:00:00,lights,176.02317077191992
